,Unnamed: 0,tweet,target
673,673,"@JoeGibbsRacing who designed that scheme for the interstate car? and how did whoever approves it, approve it??  #yuck",0
2654,2654,@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃,0
2107,2107,113   ??????????????????????????????????????????????????????????????????????????????????????   ???????????????????????????????.......   ????????????????????????????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????.......  ???????????????????????????????,0
2847,2847,@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,0
1098,1098,???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX,0
2508,2508,@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,0
12,12,Our last group of 2016 was our new  project (even more relevant at this time of year) & they laid on some welcoming festive food  pic.twitter.com/AOwwxTDona,0
1166,1166,??’•your feelings are important ??’•    pic.twitter.com/POSQSHqCna,0
1442,1442,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
1609,1609,I strongly believe in there if  for everyone. I haven't met it yet.,0
1899,1899,Made my day. Thankyou very much!! ... ,0
1962,1962,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬",0
1590,1590,Words are simply amazing people can twist them and make them say anything 😅,0
887,887,Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing ...   pic.twitter.com/tPhsJPCDdf,0
383,383,Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads,0
1347,1347,"happy birthday girly, hope you have an amazing day :) @kkarlidawson",0
164,164,@LisaCim @AcaciaEvans This is the best picture I have ever seen! #beautiful #happy,0
713,713,What can you say about @rogerfederer #awestruck.....,0
811,811,"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",0
2715,2715,@Jo_Caulfield Great GIF! #joyful,0
518,518,@m00nlightjules happy birthday mamon!!! 😄,0
1164,1164,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",0
2016,2016,Excellent customer service from @ao this morning. Thank you Kharis for your help! #CustomerService ,0
2873,2873,I love when gg cheering up eo. Apink rv mamamoo jjang!!!!,0
2259,2259,"Well that's that, seeing my way out of this shitty yr,with a shitty night in bed,feel ill still and miserable... ???°???°???°???©",0
522,522,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0
950,950,@rachcolours But smiling 😄☔️,0
2487,2487,Any NA gamers out there? I’ve got no friends here...,0
3018,3018,Do not judge between people when you are .,0
246,246,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,0
927,927,i finished parks & rec twice now  :( ,0
2742,2742,@sheikhsafina Guts? 😂😂😂 go and sunk your face in sand,0
513,513,"Fear not @lisajnc1951, God is with you, don't be discouraged, for He is your God, He strengthens and helps you at all time. Is 41:10",0
2237,2237,That took longer than expected lol. Was hella fun though and a good learning experience. If you've got any questions don't hesitate to ask!,0
2229,2229,The best photo that describes me ??’”   ??’”  pic.twitter.com/HZngzZlxu6,0
2494,2494,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,0
1157,1157,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,0
603,603,Chicks I don't even talk to look up to me. #flattered,0
1525,1525,"Infact if you keenly observe all religion haters, community haters are currently down with depression attack.",0
1658,1658,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 🙏🏽",0
138,138,This time last year I was on a plane to New York...,0
1352,1352,Last play of my Raiders till August ,0
2977,2977,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",0
319,319,Timmy said I changed  I'm depressed eboy now,0
1798,1798,Went to see The Big Short.,0
2894,2894,Big Dog doesn't understand me.,0
1331,1331,"5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA",0
1724,1724,Welcome new followers @GibbonWa @Halmarun @CleanFaceSkin We will mostly be talking #happiness &amp; #ethicalfashion Happy to connect :),0
2579,2579,Being an  fan is why this nation NEEDS tougher gun laws,0
1575,1575,"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",0
1400,1400,Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,0
725,725,I start my lpn program this October 😌 #blessed,0
565,565,"When you wake up early to workout and then the fitness room smells awful, so you come back to your room to do core...",0
2581,2581,@chichupedathaa ROFL 🤣,0
3168,3168,"""The Mind may offer you , but the Soul will furnish you with hope, intuitive answers; & solutions""~ Eleesha ?ƒ¦  ",0
2835,2835,It amazes me how many useful videos there are on Youtube.  Everyone sharing knowledge &amp; making money doing it. #wonderful,0
1394,1394,@NathanSykes Happy Tuesday. I hope you have an amazing day. Proud of you &amp; blessed to know you. You make my world better by being in it.❤️,0
1029,1029,Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,0
1874,1874,This song on repeat all day    pic.twitter.com/b6lMpVGyPz,0
2343,2343,that u can't get a dr's note to excuse u from work b/c of your . So u go 2 work anyway & fake it.,0
454,454,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,0
2492,2492,You don't have to be sad because of depression! Get help. Get clear!,0
297,297,"Quite glad for a spot of rain, and happy it held off until ‘lunch’ so daughter no1 could enjoy circus antics at school this am.",0
1536,1536,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0
2495,2495,"@Angieavlianos Hey Angie, please see your local dealer, they're happy to assist! :-)",0
1972,1972,why am i so ?â€¦.oh thatâ€™s right Iâ€™m writing .,0
1487,1487,"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  ",0
2316,2316,@Benmorris04 happy birthday big man 👀😂⚽️,0
258,258,@Mike_J_Lord You're welcome 😃,0
3151,3151,Why do work keep giving me alcohol!!! ???«???«   pic.twitter.com/rIydwINNkn,0
2153,2153,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0
1896,1896,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
2255,2255,@AnteHarper I always preferred the quiver,0
2803,2803,The only thing a selfie sunday reminds me of is that tomorrow is monday ,0
1993,1993,@SenFeinstein @SenatorDurbin @SenFranken will @GOP donors like @HobbyLobby be prosecuted by FBI Dir for known #materialsupport ,0
116,116,Can't stop listening to the  album  so beautiful  pic.twitter.com/NoKZ0e1Hlp,0
1672,1672,@crimemma congratulations on becoming a senior lecturer! Well deserved 😄,0
304,304,the  people are the  ones..,0
1340,1340,We cannot let @Comcast #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @EA does!,0
2355,2355,Ain't nothing like a good leg workout to start of the day 🤘,0
786,786,Cream tea @NTColbyGarden #delicious,0
615,615,"i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women, you usually see the more “classic” symptoms like crying,  mood, difficulty getting out of bed, etc.  pic.twitter.com/C6Hi8MOkKB",0
2132,2132,111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww,0
3120,3120,"Asked our girls how they would react if their best friend didn’t invite them to their birthday party.... one of them said “ don’t hit me up, only real ones know what’s up”.",0
1867,1867,How do u know if your  ?? Asking for a friend,0
189,189,Damn I'm the only one who didn't get JB tickets??,0
3164,3164,@ANOHNItweets  some albums simply stand out ,0
2918,2918,Biggest challenge at this time of year (& many other times) is to not make older people feel old! ,0
1793,1793,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,0
642,642,@SpnTentation Thank you! My first solo run!  #excited #andnervous,0
1011,1011,@D_Oliver10 oh I'm regretting it now ,0
2498,2498,"Thank you, @realDonaldTrump, for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad",0
850,850,"So, that new  movie was a real hoot ??’€???³  ",0
1210,1210,"Oklahoma, South Carolina, Idaho, and Louisiana I'll see you this fall 😍 #excitement",0
3157,3157,Certain medications are known to cause  mood in a significant number of patients.,0
2774,2774,mum got out of a rlly bad car crash completely not injured and i found a rlly sentimental piece of jewellery i thought i'd lost #blessed,0
1749,1749,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,0
1630,1630,Genuinely and perfectly #happy,0
2569,2569,So good to see @richie_porte smiling and feeling positive from his hospital bed on #sbstdf tonight. Get well soon!!,0
1641,1641,"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",0
1238,1238,"May you find your #center the peace of your #soul, joy in your #heart #understanding in your #mind. This is my #blessing &amp; #prayer for you.🌞",0
1913,1913,"I've struggled to figure out how lightning works, but then it struck me.        #laughing #lol",0
222,222,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",0
3173,3173,Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,0
2856,2856," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
2537,2537,Can't believe I had 4 days off work and I'm back in tomorrow  ????????,0
2141,2141,"just learned that the wizard of oz was a metaphor for the monetary system in the wake of the great depression. yellow brick = gold, Oz = ounce, etc. There’s way more.   ",0
1604,1604,The worst part of my life is...  Taking down the Christmas Decorations...I am now,0
439,439,"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",0
958,958,why would someone write a movie like The Fault in Our Stars? :'( ,0
2446,2446,"@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",0
2636,2636,"This is heart-stopping, take-my-breath-away fun! I. Like. It. A lot. #justsayin #laughing",0
945,945,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",0
373,373,"No matter how knowledgeable/experienced a woman becomes, there will always be an inexperienced, male moron whom >40% support. ",0
751,751,First class of the day &amp; I have the hottest professor #god #is #good,0
1598,1598,May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,0
2042,2042,"What's wrong is always available so is what's right, you decide on what to focus. #success ",0
1923,1923,Missing San Francisco bit my sister is helping a bit to make me forget about it. ,0
1718,1718,"New Years Eve- The night I dread and dislike the most,particularly at the moment. ",0
1757,1757,This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com/z3EKgdKzY0,0
523,523,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",0
2544,2544,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",0
793,793,Hopelessness is the enemy of .  prevails where  persists. â€” Bryan Stevenson,0
1058,1058,Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,0
2076,2076,Funny GIFs needed please!! Having a DARK BLUE day—-wondering what I got my 4 kids into after I’m dead.,0
2391,2391,"@BuffettSongs 'life is so spicy up on bar-b-q hill.....looking good, you look so fine' #soveryfine #wow #:)",0
2289,2289,Are you feeling like you don't deserve to be going through all of this love problems have you given your whole heart to this person has this person betrayed you and make you feel like you're at nothing DM free reading today    pic.twitter.com/dDCsytXjbl,0
1204,1204,"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???‰   ",0
2162,2162,@GraysonDolan Happy Tuesday Gray ❤❤❤ #excited,0
2209,2209,Dean Fujioka's History Maker is on Spotify as well as Breaking Benjamin's Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido,0
2535,2535,"Feeling lost, , or having thoughts of ? Help is available. Call us 24/7 at (800) 273-TALK (8255). ",0
2736,2736,"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances",0
1569,1569," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0
1910,1910,Should really now start this 3000 word essay and revision   ,0
380,380,if we're mutuals don't hesitate to kit fisto's lightsaber ;),0
1449,1449,Tonight couldn't feel less like Christmas Eve,0
1380,1380,My nephew just told me I can't have a cookie. .,0
1670,1670,I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/,0
1079,1079,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",0
312,312,@KerryKatona7 Stunner cute like her mum 😃,0
2307,2307,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­??‘?  ,0
489,489,"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)",0
966,966,There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,0
1458,1458,I have so many things to look forward to ☺️ #positive  #lifeisgood,0
422,422,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",0
559,559,@myouimina U r but idk to what extent u can go with teasing me 😃 u love it too much.,0
2516,2516,â™?Watch Me - ANOHNI   ,0
1121,1121,I feel like I'm rooting for 'da bears and they're down 42-0. ,0
579,579,@D_Bushaiba @nalhussaini_ happy birthday 7ayate❤️,0
431,431,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  ",0
749,749,"I'm perhaps an introvert according to the text, but i dont hesitate to be friend with anyone esp the open minded one(s).",0
1856,1856,I'm welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,0
1269,1269,Up bright and early for class today 😂👌🏾 I can't miss nane nother one,0
867,867,"please, more comments from #tweeters that don't look at charts! #adorable $snap",0
2893,2893,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! ",0
3197,3197,Compact Metal Leaf Grinder with Four Layers  pic.twitter.com/VTan3PBT6H,0
2313,2313,"What is the base of the power? When it can be definite ""power""?The loneliness or the company create it?   ",0
1377,1377,Up early. Kicking ass and taking names. #offense.,0
3033,3033,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",0
2590,2590,"On topic of famous people , apparently stuff needs to be put in place for mental illness. What about non famous people ",0
572,572,A little of # yoga for a #happy day!! #Noeishappy #yogagirl #yogaeverydamnday #namaste #grateful #blessed 🙋😊🙏,0
2147,2147,138    ?????????????????????????????????????????????????????????????????????????????????????????????????2????????????????????????   ????????????.......   ????????????????????????2??????????????????????????????????   ????????????????????????????????????????????????????   ??????.......   ????????????????????,0
3082,3082," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",0
2129,2129,"“In utter loneliness, a writer tries to explain the inexplicable.” ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? -?? John Steinbeck  ",0
3044,3044,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,0
987,987,"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",0
105,105,Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s,0
1855,1855,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,0
585,585,@PromilaSingh15 Thank you so much Promila aunty 😃,0
1420,1420,Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0
421,421,Heal me????     pic.twitter.com/L8QPWAbvZO,0
997,997,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,0
2878,2878,Basically his death shows the entire parole system to be a farce.    pic.twitter.com/SbtCKY0IXO,0
1312,1312,"@CoachBru lol, I have my awesome moments here &amp; there! 😄 Also shared it with a blogger friend of mine too.",0
2241,2241,@SteveConteNYC lovely! 😀,0
1853,1853,â™?Violent Men - ANOHNI   ,0
1627,1627,"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ???„???„",0
2481,2481,"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. ",0
2607,2607,"Wajir county is becoming more of fucked  up crib since August 2017.   and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #",0
1192,1192,Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved,0
2641,2641,Watching @JamesAcaster clips in bed. Actual legend. Never fails to put me in a good mood. #comedy #legend #love #laughter #bedtime x,0
84,84,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,0
3060,3060,@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,0
367,367,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT,0
241,241, seriously increases the risk both of developing and also dying from heart disease,0
1057,1057,139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????,0
2647,2647,I just wanted smash burger but I’m on crutches and they don’t have a drive through so I’m,0
1056,1056,"For the first time in quite a while, I don't think I've even seen enough movies to make kshock's top 10 films of the year.  ???“",0
1618,1618,With nasal spray of  ketamine being introduced by end year it’s administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,0
2118,2118,why doesnt she like meeeeeeeeeee,0
1381,1381,This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  ,0
2096,2096,"When your 14 year old son looks to go to New Year's Eve party and your stuck in, must mean getting old ",0
900,900,"So today, the love of my life moved in with me 😍😉😘 #happy #excited",0
49,49,Good nite.                                         ,0
1516,1516,"Just realized the last time I was someone’s type, I was donating blood... ",0
524,524,@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!,0
956,956,happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,0
901,901,@ZELO96 That's right! Keep laughing and always smile 🙂🙃😉\nNow wat the heck was deleted I just woke up 😉😏,0
2368,2368,ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,0
1110,1110,@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,0
3147,3147,"Immobilization, isolation, self-blame, feeling overwhelmed, and finding no responsiveness in one's context characterize .",0
1287,1287,"Absolutely blown away by @BatTheMusical this evening 😍 Such incredible sets, slick choreography and holy moly what insaaane vocals! #awe",0
1236,1236,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,0
2106,2106,Moto x play showed software update but only security update(66mb) ...no  .. ,0
279,279,"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3",0
2559,2559,Noooo Jim??’”???­ You will be missed next season! ,0
1891,1891,I feel like I'm the only guy in Chan that doesn't like Hamilton ,0
3115,3115,"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music",0
478,478,Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ,0
3188,3188,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  ,0
1628,1628,Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,0
3119,3119,nothing better than going on holiday when the weathers grim at home,0
2022,2022,I'm extra lazy today 😟,0
920,920,@spreecoza Wish Spree could stock up on more shoes in the bigger size range! Always miss the promotions!,0
133,133,My mom's Puerto Rican. That's why i'm so lively and colorful.,0
2069,2069,Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow,0
2883,2883,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,0
1973,1973,@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,0
2612,2612,I know  can be hard to live with don't waste your life help is always available seek it out ,0
386,386,I can't believe a burrito was left on this sink and nobody though to trash it,0
154,154,@aacobe so you no its bibby time  lol,0
2553,2553,these gachas on both deresute and enstars. ,0
1823,1823,140  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????? ?????????w   ???????????????????????????????????????????????????????????????????????????????????ww   ?????????w.......   ??????????????????????????????w    ????????????????????????,0
1647,1647,i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0
3059,3059,@titsjpeg Yeah funny and sexy 😍,0
2200,2200,"I hate when my sisters…say… ""I'm going kill myself"" Ugh so fucking triggering…   ",0
1094,1094,I really did not give Notre Dame a chance in this game.  ,0
121,121,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??’”,0
2225,2225,@muqryyy happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,0
891,891,"Christmas means ""Love Actually"" for me.    ??¥ƒ??’”???­",0
1438,1438,my vibe is being  and  in my local Texas Roadhouse,0
1017,1017,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,0
862,862,Its nice to stay in a small city from time to time  #starrynight,0
2243,2243,Spending the majority of the day in bed relaxing &amp; catching up on @Hollyoaks 💖  #relax,0
3176,3176,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...,0
2401,2401,"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",0
2790,2790,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,0
1232,1232,Officially done with greys anatomy ????????,0
816,816,So upset about not being able to pay for tickets myself :( really want to see the lion king again!!!!! ,0
2791,2791,McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor,0
2222,2222,see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus,0
1582,1582,Believing in yourself is key in attaining what you want in your life. #start believing in yourself,0
3024,3024,It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3,0
2356,2356,can have many different symptoms.  pic.twitter.com/CeORRKfncL,0
3192,3192,Christmas without you     pic.twitter.com/IKzGhX6ZI8,0
1253,1253,"Since RED China entered the WTO, 70,000 U.S. factories have closed. - D. Trump  ",0
1152,1152,"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",0
769,769,Whitey's for dinner. Called ahead! #shake #burger #seasonedcurlyfries #havetoeatfast,0
722,722,"No matter how much @ZescoUnitedFC lights up the forest, they end up getting lost 😂 \n#ZescoForest\n#SSBola",0
2623,2623,So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢,0
1989,1989,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you 😂😂,0
1435,1435,"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you â€“Kenneth Copeland",0
1751,1751,The enjoyment of seeing the same thing your ex did to you happen to them! #karma #😂 #whatgoesaroundcomesaround,0
758,758,"#Laughter creates a #positive #aura &amp; transforms you into the most #beautiful , #dynamic &amp; #attractive person. \n#Yoga #YogaLaugh",0
1374,1374,@JeannePaulShop @CrocBead This is such a pleasing color palette!,0
2923,2923,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",0
3023,3023,@KatSekhotho @Lemii_LoCo Can you falter Katli?,0
1527,1527,Three blunts left then I have to re-up  ,0
2282,2282,I finished Game of Thrones last night.....what am I gonna do with my life until April ?,0
1126,1126,"Holidays can be tough. I've been there. If you're struggling this holiday and want to talk, I'm here.      ",0
2410,2410,"I follow this famous chick on snap and she put 'I'm snapping back' &amp; next snap says 'dudes stop sending your peepees, it's not cute.' 😂😂😂",0
1654,1654,Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my ❤ love you be blessed,0
1308,1308,"Trump wants to make America great again and guest what, he asks obama's Kenyan-born half brother for help  ",0
287,287,"If you are living with , , don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.",0
45,45,is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,0
172,172,@CutTimeComic They are adorable !!! I need them all 😭,0
2531,2531,@Bethanblog Happy to help :) If there is anything we can do for you please don't hesitate to ask. - Thanks - James K,0
1657,1657,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ,0
88,88,@huedrinkwater happy birthday cuzy xxx,0
853,853,Spend your day creating #smiles today!,0
2726,2726,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
1403,1403,Chiropractor time  #crackle #pop #chiropractor,0
2500,2500," or being in heat is not sufficient reason to jump into . That's how people get hurt, cycle of pain happens. ",0
273,273,Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon.  Your TL won't explode today.  😀,0
2224,2224,â™?Why Did You Separate Me from the Earth? - ANOHNI   ,0
1752,1752,My dads big day is only less than 2 weeks away. 😱 #excited,0
1248,1248,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",0
2677,2677,120   ???????????????????  ??????????????????????????????????????ww  ????????????????????????????????????????????????????????????????????????????????    ?????????.......  ?????????LINE????????????LINE????????????   ??????????????????????????????????????????????????????????   ??????????  ?????.......????  pic.twitter.com/rLDG4ogYnz,0
2218,2218,Ot6 still exist? #julid #deletesoon ,0
2227,2227,why doesnt she like meeeeeeeeeee,0
2592,2592,Yesterday I lost 500 days worth of streaks with 5 different people ,0
355,355,i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on,0
2958,2958,@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍,0
1871,1871,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   ,0
1416,1416,Getting an unexpected phone call that instantly cheers you up &amp; makes you smile! :) #week12 #itsthelittlethings #smiles,0
1388,1388,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. ",0
111,111,@MaxineWaters Love you! #relentless Thank you for being a voice for our country!,0
925,925,Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,0
1719,1719,When you're on a diet and your whole family orders pizza. ,0
1907,1907,I really need commission work,0
2219,2219,Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  ,0
2597,2597,Not looking forward to the last day of @nflredzone tomorrow. ,0
644,644,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢???‚ ,0
810,810,@MPSNutrition Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,0
2386,2386,This game in El Paso looks like a high school game ,0
2635,2635,Thank God for grace ,0
3011,3011,It's gutting seeing everyone's snapchats of them getting on it while I'm stuck at work for Christmas and new year,0
73,73,It's now raining and I can hear thunder growl somewhere. Good day to read some more.,0
146,146,Go harder when everyone else has had enough. #relentless #Cleaner,0
2239,2239,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,0
1102,1102,"Went to  earlier today, didn't feel like buying anything ???©. ",0
1064,1064,Is you're  you might have a problem with someone close to you.,0
1043,1043,When ur father AND ur brother lost our transport card...    pic.twitter.com/ZvFZbIgIvo,0
2868,2868,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems.",0
2810,2810,@Kawells00 Oh your art so wonderful 😭,0
